Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,hourly,employer_provided,min_salary,max_salary,avg_salary,python,azure,r studio,sql,hadoop,spark,java,sas,tableau,hive,scala,aws,tensorflow,c++,matlab,excel
Machine Learning Engineer - Flexible Location,$120K - $165K (Glassdoor Est.),"about us:

the purpose of endeavourx is to bring the best of data, design and tech to make drinks experiences easy & inspiring for everyone.endeavourx operates as cross-functional agile teams solving prioritised customer problems with dedicated resources from within endeavourx & beyond.

our agile teams are empowered to innovate and deliver an excellent experience for our customers - no matter whether they choose to shop in-store, or online. with an industry-leading technology team, backed by analytics, we’re resourceful and willing to experiment.",3.6,"ED - Group Support Functions
3.6",Darlinghurst,0,0,120000.0,165000.0,142500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senior Data Scientist,$112K - $185K (Glassdoor Est.),"who we are…
playground xyz, a division of gumgum, is an advertising technology business headquartered in sydney with operations in australia, new zealand, singapore, london, los angeles and new york.
our mission is to master the art and science of maximizing attention. to do this, we've built the world's first ai that can measure how long an ad was looked at (a metric we call attention time). fueled and verified by real eye tracking data, but able to throw off the shackles of panels and instead scale infinitely across the world wide web, our ai is set to revolutionize the way that digital media is measured, bought and sold.
we're a fast growing business with every major agency group and a great list of top tier publishers using our technology. we're a team of mobile experts with an unrelenting focus on quality products and tech.",4.5,"Playground XYZ
4.5",Sydney,0,0,112000.0,185000.0,148500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Fellow in Multiomics and Machine Learning,$95K - $111K (Glassdoor Est.),"job title
research fellow in multiomics and machine learning
job description
an opportunity exists for a talented and motivated computational scientist to join an exciting new program developing and applying artificial intelligence and machine learning methods to analyze biomedical molecular data at australia’s pre-eminent biomedical research institute.
about the position
recognizing the emerging importance of artificial intelligence and machine learning in biomedical research, wehi is investing strongly in a new research program and is creating multiple new ai research fellow positions.
this position will be based in the papenfuss laboratory within the computational biology theme. it will involve developing and applying machine learning techniques to integrate large-scale multi-omics data to identify disease subtypes and predictive biomarkers in a variety of health-related settings, including infectious disease and cancer. projects will involve large-scale single cell or spatial omics, imaging, genome and/or other omics data. there will be opportunity for methods development.",4.5,"The Walter and Eliza Hall Institute of Medical Research
4.5",Melbourne,0,0,95000.0,111000.0,103000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,$95K - $150K (Glassdoor Est.),"posted date 12 september 2022
industry data science
contact name chris gray
contact email chris@skltechnology.com.au
permanent roles within a dynamic insurance business | opportunity to work on projects across a number of divisions
our client has approval for a number of senior data scientist & data scientist roles within their group data division. the team is currently 4 in size and they are looking to double due to an increasing need to develop their machine learning and deep learning capabilities. they are looking for a mix of experience levels and technical strengths.",,SKL Actuarial,Sydney,0,0,95000.0,150000.0,122500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer (Machine Learning),Employer Provided Salary:$180K,"data engineer (machine learning)
salary: $180k package
location: sydney, cbd (hybrid)

about the company
global leader in ecommerce technology, helping companies seize the full potential of every transaction moment to grow revenue and acquire new customers at scale. live nation, groupon, staples, lands' end, fanatics, urbanstems, godaddy, vistaprint and hellofresh are among the more than 2,500 leading global businesses and advertisers that are using their solutions to drive more value through every transaction by offering highly relevant messages to their customers at the moment they are most likely to convert.

responsibilities",4.2,"Charterhouse
4.2",Sydney,0,1,180000.0,180000.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSIRO Postdoctoral Fellowship in Machine Learning for Additive Manufacturing Process Control,Employer Provided Salary:$92K - $101K,"acknowledgement of country
csiro acknowledges the traditional owners of the land, sea and waters, of the area that we live and work on across australia. we acknowledge their continuing connection to their culture and pay our respects to their elders past and present. view our vision towards reconciliation
child safety
csiro is committed to the safety and wellbeing of all children and young people involved in our activities and programs. view our child safe policy.
the opportunity",4.1,"CSIRO
4.1",Melbourne,0,1,92000.0,101000.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Engineer,$135K - $139K (Glassdoor Est.),"senior machine learning engineer

permanent role
surry hills based with wfh flexibility
work on a wide range of high impact projects
about us

woolworths group is an australian food and everyday needs retailer employing 1900,000 team members across asia pacific, serving over 20 million customers across our brands every week. with more than 1,400 stores across woolworths supermarkets, countdown supermarkets (new zealand) and big w brands, b2b business serving wholesale and export markets, and a range of fast-growing ecommerce businesses, woolworths group is australia and new zealand’s largest retailer.

we strive to create better experiences together for a better tomorrow for our customers and team, bringing the best of woolworths group and quantium together to make data driven decisions. by partnering with quantium, a world-class data science and advanced analytics business we’re excited about the future as we unlock the power of data to reimagine retail.

through this partnership, we’ve created a new business called wiq who will harness the best of woolworths group and quantium to reimagine retail by solving the most complex problems using data and analytics. as a team, we leverage agile ways of working to help our team develop their skills while also making sure our team is focusing on solving the most complex problems for both our customers and team.",3.7,"WooliesX
3.7",Darlinghurst,0,0,135000.0,139000.0,137000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANZ Business Insights, Machine Learning / Data Engineer",$100K - $145K (Glassdoor Est.),"are you passionate about leveraging the power of data and analytics to drive business innovation and make data-driven decisions? do you have a strong background in data mining, analysis, and machine learning? if so, we have an exciting opportunity for you!
we are seeking a highly skilled and motivated business insights and machine learning/data engineer (ml) to join our clients team based in australia. as a key member of our data and analytics team, you will play a crucial role in providing valuable insights and supporting our product, sales, leadership, and marketing teams.
responsibilities:
collaborate with business units to identify opportunities for applying analytics to drive business outcomes.",,The Aicila Group,Sydney,0,0,100000.0,145000.0,122500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhD Scholarship – Integrating Data Science with Pandemic Modelling,Employer Provided Salary:$33K,"phd scholarship – integrating data science with pandemic modelling
job no.: 650121
location: 553 st kilda road, melbourne
employment type: full-time
duration: 3-year fixed-term appointment
remuneration: the successful applicant will receive a tax-free stipend, at the current value of $33,000 per annum 2023 full-time rate, as per the monash research training program (rtp) stipend.",4.2,"Monash University
4.2",Melbourne,0,1,33000.0,33000.0,33000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Platform Engineer (Data & Analytics),Employer Provided Salary:$250.00 Per hour,"experience designing, building & maintaining cloud hosted platforms & services
canberra based, 12 month contract with 2x12 month possible extensions
valid nv1 preferred, preference is for a minimum of 2 days a week working onsite

gateway synergy is looking for highly experienced azure platform engineer contractor for a government department.

the role:
a division in the department is looking for azure platform engineers who have experience in managing cloud hosted infrastructure using infrastructure as code in support of data and analytics workloads.

the roles will be responsible for the detailed solution design, development, and implementation of infrastructure in azure in support of data and analytics workloads. these outcomes are delivered using an infrastructure as code deployment model using terraform.

the successful candidates will have experience with the following platforms and technology:
1. azure cloud
2. infrastructure as code
3. infrastructure as a service hosted platforms
4. desirable: experience with legacy data technology solutions – oracle, ingres, sql server, wintel server network file shares",,Gateway Synergy Recruitment,Canberra,1,1,480000.0,480000.0,480000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Battery Energy Storage Systems,$100K - $124K (Glassdoor Est.),"optimize battery performance through advanced modeling and algorithms.
extract valuable insights from large-scale data sets for system enhancement.
drive innovation in renewable energy integration

our client is a leading provider of advanced battery energy storage systems, specializing in developing cutting-edge technologies and solutions for the integration of renewable energy sources and grid stability. their mission is to revolutionize the energy sector by leveraging data-driven insights and optimizing the performance of battery energy storage systems.

they are currently seeking a talented and highly skilled data scientist to join their team and play a pivotal role in advancing their battery energy storage systems.

the data scientist will work closely with cross-functional teams to analyze complex data sets, develop models, and extract meaningful insights to optimize the performance, reliability, and efficiency of our client's battery energy storage solutions. this role offers the opportunity to contribute to cutting-edge research and development initiatives while addressing real-world challenges in the energy industry.



join our client's innovative and passionate team, where you will have the opportunity to shape the future of battery energy storage systems through data-driven insights and cutting-edge technology. they offer a competitive salary, benefits package, and a supportive work environment that encourages professional growth and development.



d'arcy weil
st james building
555 bourke street, naarm country, melbourne vic 3000
+61 3 9999 7409 info@darcyweil.com",,D'Arcy Weil,Melbourne,0,0,100000.0,124000.0,112000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Engineer,$123K - $160K (Glassdoor Est.),"company description

it all started with an idea at block in 2013. initially built to take the pain out of peer-to-peer payments, cash app has gone from a simple product with a single purpose to a dynamic ecosystem, developing unique financial products, including afterpay/clearpay, to provide a better way to send, spend, invest, borrow and save to our 47 million monthly active customers. we want to redefine the world’s relationship with money to make it more relatable, instantly available, and universally accessible.

today, cash app has thousands of employees working globally across office and remote locations, with a culture geared toward innovation, collaboration and impact. we’ve been a distributed team since day one, and many of our roles can be done remotely from the countries where cash app operates. no matter the location, we tailor our experience to ensure our employees are creative, productive, and happy.

check out our locations, benefits, and more at cash.app/careers.",4.3,"Cash App
4.3",Melbourne,0,0,123000.0,160000.0,141500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Researcher,$120K - $160K (Glassdoor Est.),"esatblish and development foundational models
high growth start-up
excellent salary package

our client, an exciting ai startup, is looking to continue to scale their ml research team as they enter the next phase of growth.

our client is a cutting-edge company at the forefront of generative ai, and they are searching for senior machine learning researchers to drive the r&d of advanced ai models. this is an exciting opportunity to join them during a period of significant growth.

as a senior ml researcher, your typical day will involve researching and developing ai models. your background in academics and your phd in ai or ml will be invaluable in this role.

responsibilities:

skills and qualifications:

while these roles are challenging, they offer an opportunity to join an early-stage business that operates in the main growth area of ai for the next five years. you will receive an attractive package and the chance to upskill in generative ai, positioning yourself ahead of the curve.

please note: this role is based in sydney and will be hyrbid. full and unrestricted working rights are required

if you are passionate about pushing the boundaries of ai and want to be part of a groundbreaking team, apply now!

if you have any questions about this role or others we have available you can email andrew directly via andrew@thedrivegroup.com.au

for the latest jobs, tech news or to 'introduce a friend' for a $1000 referral fee - follow us on linkedin:

https://www.linkedin.com/company/thedrivegroup",5.0,"TheDriveGroup
5.0",Sydney,0,0,120000.0,160000.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Machine Learning Engineer, MTA",$140K - $155K (Glassdoor Est.),"machine learning engineer, mta

date: 15 jul 2023
location: sydney (macquarie park hq), australia
company: singtel group
about the role
as a key member of the customer success insights team, the manager, data analytics engineering delivers the build of advanced analytics assets (multi-touch attribution). the purpose of the role is csi with data and analytics assets for end-to-end insights (across channels, across touchpoints, powering insights and reporting)",3.6,"Optus
3.6",Sydney,0,0,140000.0,155000.0,147500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Fellow in Statistical Data Science,Employer Provided Salary:$115K - $136K,"job no: 0049144
location: parkville campus. melbourne, australia
role type: full-time; fixed-term for 3 years
faculty: faculty of science
department/school: school of mathematics and statistics
salary: level a: aud $80,258 - $108,906 p.a. (phd entry level $101,460 p.a.) or level b: aud $114,645 - $136,136 p.a. (pro-rata for part-time) + 17% superannuation
level of appointment is subject to qualification and experience
exciting opportunity to collaborate with leading experts from diverse disciplines such as data science, machine learning, bioinformatics, genomics, and other areas of mathematics and statistics",4.2,"University of Melbourne
4.2",Melbourne,0,1,115000.0,136000.0,125500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Machine Learning Engineer,$120K - $165K (Glassdoor Est.),"job details
posted
11 may 2023
salary
negotiable
location
sydney cbd
job type
permanent
discipline
software development
reference
2168",,Spark Recruitment,Sydney,0,0,120000.0,165000.0,142500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Platform Engineer/Designer (Data & Analytics),$48K - $127K (Glassdoor Est.),"open to: australian citizens only
location: hybrid or remote
the roles will be responsible for the detailed solution design, development, and implementation of infrastructure in azure in support of data and analytics workloads. these outcomes are delivered using an infrastructure as code deployment model using terraform and the successful candidate with require experience with the following platforms and technology:
azure cloud : azure hosted data and analytics platforms such as
data lake
sql databases
azure databricks
azure security features such as",,Etainsolutions,Canberra,0,0,48000.0,127000.0,87500.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Analytics Chapter Lead,$60K - $155K (Glassdoor Est.),"about us:


endeavour group runs australia’s leading retail drinks and licenced hotel network. we are an asx50 business with more than 1,600 retail stores and 340 hotels powered by a team of 28,000 people. our brands include bws, dan murphy’s, jimmy brings, langtons, shorty’s liquor, pinnacle drinks and alh hotels

our purpose is to create a more sociable future, together. we’re all about bringing people together to create great experiences and memorable moments. we do the right thing - build our business sustainably, act responsibly and embrace technology. we work as one team to contribute to the communities we serve and collaborate with our partners to help build a better industry. we recognise how important our people are in helping us to achieve our ambition and we champion individuality and value fairness, inclusion and diversity.",3.6,"ED - Group Support Functions
3.6",Darlinghurst,0,0,60000.0,155000.0,107500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Platform Engineer (Data & Analytics),$48K - $127K (Glassdoor Est.),"canberra or offsite
australian citizens only with nv1 preferred
12 months + 2 x 12 months extension
azure platform engineer (data& analytics)
contract: 12 months with 12 months extension
eligibility: australian citizens only with nv1 clearance (advantage)
location: canberra or offsite
wfh/onsite

the role:

our govt client is seeking an azure platform engineer who excels in managing cloud-hosted infrastructure using infrastructure as code to support data and analytics workloads.

as an azure platform engineer, you will play a crucial role in designing, developing, and implementing infrastructure solutions within azure to support data and analytics workloads.

you will leverage infrastructure as code deployment models using terraform, and your expertise will encompass various platforms and technologies, including:

to be considered for this role, you must meet the following essential criteria:
in addition to the essential criteria, the following desirable criteria will be advantageous:
if you want to be part of a supportive environment that values continuous improvement and quality service delivery, apply now: kevinac@halcyonknights.com.au
reach out to: kevina 1300 946 096 or on 03 9997 9408
v-98006",3.6,"Halcyon Knights
3.6",Canberra,0,0,48000.0,127000.0,87500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Machine Learning Engineer,Employer Provided Salary:$220K - $270K,"machine learning engineer
salary: $220k - $270k inc. super (excluding equity)
location: sydney cbd (hybrid)
about the company
global leader in ecommerce technology, helping companies seize the full potential of every transaction moment to grow revenue and acquire new customers at scale. live nation, groupon, staples, lands' end, fanatics, urbanstems, godaddy, vistaprint and hellofresh are among the more than 2,500 leading global businesses and advertisers that are using their solutions to drive more value through every transaction by offering highly relevant messages to their customers at the moment they are most likely to convert.",4.2,"Charterhouse
4.2",Sydney,0,1,220000.0,270000.0,245000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planning Analytics Engineer,$53K - $100K (Glassdoor Est.),"about the job planning analytics engineer
requirements
should have experience in building and administration of tm1 models
good knowledge of sql and data warehouse principles
should have 5+ years of experience in bi, business analytics or data science
minimum experience required is 5 -10 years
experience with working with large and complex data sets from diverse sources, structures and formats
proven experience providing support for existing reporting and analytics products while developing new ones",5.0,"Pyramid Global Technologies
5.0",Sydney,0,0,53000.0,100000.0,76500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PhD Project – Supervised and knowledge-guided machine learning approaches for quantifying and identifying microorganisms in water and wastewater treatment,Employer Provided Salary:$30K,"phd project – supervised and knowledge-guided machine learning approaches for quantifying and identifying microorganisms in water and wastewater treatment
job no.: 648559
location: clayton campus
employment type: full-time
duration: 3.5-year fixed-term appointment
remuneration: $30,000 p.a 3.5 years full-time rate (pro-rata) 2023 rate",4.2,"Monash University
4.2",Clayton North,0,1,30000.0,30000.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manager Credit Model Analytics,$104K - $126K (Glassdoor Est.),"at commbank we believe in working somewhere that works for you. we have many flexible working options available so talk to us about which arrangements could work best for you.
you are passionate about all things data related with a positive attitude
we are a values-driven high performing team within the business banking risk management space
together we can deliver an exemplary experience for our stakeholders and the group
do work that matters:
risk management is responsible for developing and deploying the risk frameworks to allow the group to take conscious exposures to credit, market, operational, compliance and insurance risks within a board-approved appetite.




advertising end date: 04/08/2023",3.9,"Commonwealth Bank
3.9",Sydney,0,0,104000.0,126000.0,115000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Engineer,$120K - $160K (Glassdoor Est.),"join a leading australian business
collaborative team culture pushing tech boundaries
wfh flexibility with sydney based office

we are proud to be representing a super power within the space. the team is looking to grow by adding a senior machine learning engineer who will bring their expertise over in a permanent role based in sydney.

about the company:

the team is a prominent australian retailer shaping the future of retail through data-driven solutions. as a company they serve millions of customers across the asia pacific region, operating a diverse portfolio of brands.



as part of our team, you will collaborate with passionate machine learning engineers, skilled data scientists, and gun developers. the company loves to exceed technological boundaries, pioneering innovative solutions that address crucial business needs.










if this sounds like the right role for you,

please don't forget our one time, $750 referral fee for a successfully placed candidate !!!",4.9,"Co Talent IT Recruitment Pty Ltd
4.9",Sydney,0,0,120000.0,160000.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instrumentation and Data Analytics Engineer - Hydrogen Gas,$100K - $163K (Glassdoor Est.),"develop data analytics methodologies to improve process performance.
drive innovation in hydrogen production technologies.
enjoy great career support and benefits

our client is a pioneering company at the forefront of hydrogen gas production, dedicated to revolutionizing the clean energy industry. their innovative technologies and solutions enable the efficient and sustainable production of hydrogen gas. as they expand their operations, they are seeking a talented and motivated instrumentation and data analytics engineer to join their dynamic team.

the instrumentation and data analytics engineer will play a vital role in optimizing our client's hydrogen gas production processes through advanced instrumentation and data analysis. working closely with a multidisciplinary team of engineers and scientists, the engineer will design and implement cutting-edge instrumentation systems and leverage data analytics to improve performance, efficiency, and safety. this role offers an opportunity to drive the future of clean energy and make a significant impact in shaping the hydrogen economy.




_____________________________________________________________


_____________________________________________________________

by hitting the 'apply' button. please upload your cover letter and cv or contact:


st james building, mezzanine
555 bourke street, melbourne vic 3000
+61 3 9999 7409 info@darcyweil.com",,D'Arcy Weil,Melbourne,0,0,100000.0,163000.0,131500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Machine Learning Engineer,Employer Provided Salary:$120K - $160K,"open to candidates based in eastern states
modern, gcp and kubernetes tech stack
salaries ranging from $120k - $160k base

one of the best new fs businesses in australia is looking to build and subsequently scale its machine learning platform.

we are looking to speak with senior or lead machine learning engineers, familiar with financial data, who are interested in owning a new platform.

what you’ll do

on offer is a great package, a first-rate environment and a heap of opportunities to learn! the team there are fun and flexible, expect a great culture and the opportunity to be as wfh/flexible as you like - your output is more important than a certain number of hours in the office.

this position is open across eastern australia, and full and unrestricted working rights are required.

for more information, please reach out to andrew de roos at andrew@thedrivegroup.com.au.

https://www.linkedin.com/company/thedrivegroup for the latest tech news, new jobs & our $1000 'introduce a friend' referral fee
https://www.linkedin.com/company/thedrivegroup for the latest tech news, new jobs & our $1000 'introduce a friend' referral fee",5.0,"TheDriveGroup
5.0",Sydney,0,1,120000.0,160000.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASD 4,5,6 & EL1 Artificial Intelligence Professional",Employer Provided Salary:$75K - $178K,"total salary package - 74,795 - 177,500 plus 15.4% super
brisbane cbd - qld,canberra - act,melbourne cbd - vic,perth cbd - wa
the role
the ai professional will help deliver ai products to asd. we are looking for a broad range of skillsets that may have a background in:

ai product management
ai governance and strategy
data science
machine learning engineering

at an el1 level we will expect you to have professional experience leading complex projects in ai.


the ai hub is a part of asd mission data division and we are responsible for the delivery of data science and analytics capability. every day provides us with an opportunity to use our skills and experience to solve difficult problems and to transform the way that asd does business. you could be working closely with language specialists one day, assisting with cyber analysis the next and then by the end of the week you could be providing expertise to senior management on data science techniques.

we maintain close research ties with several organisations, ensuring you'll have the opportunity to stay across the latest developments in the field. our staff are diverse and have created a culture where teaching and learning from each other's experience forms an important part of our daily work.",3.8,"Australian Signals Directorate (ASD)
3.8",Melbourne,0,1,75000.0,178000.0,126500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APS Level 5 - Statistical Analyst/Statistician,$90K - $101K (Glassdoor Est.),"aps level 5
$81,372 - $88,000
canberra, act; melbourne, vic
the benefits integrity division comprises of around 20 sections made up of 400 officers geographically located across most states of australia. each section has a distinct function supporting healthcare providers and protecting the integrity of medicare payments through education, early intervention letter campaigns, audit, professional review services and fraud investigations.

the strategic policy and behavioural insights section within the benefits integrity division is seeking someone with an interest in building or further developing a career as a statistician in the australian public service under the supervision of senior statisticians. in addition, a merit list will be formed to fill any future vacancies within the division.

the strategic policy and behavioural insights section is a multidisciplinary team with expertise in a range of disciplines including psychology, economics and data science. the section has three key roles:
more information of the department of health and aged care’s compliance program can be found on our website by searching 'medicare compliance'.",3.8,"Australian Government - Department of Health
3.8",Melbourne,0,0,90000.0,101000.0,95500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Employer Provided Salary:$75.00 - $81.25 Per hour,"mid: 3-5 yrs of exp, senior: 6-10 yrs of exp
5 years
tech skillsets:
ai/ml experimentation design
statistical inference
predictive / prescriptive analytics
segmentation model/ propensity model
data analysis",1.8,"PanAsia HR Resourcing
1.8",Remote,1,1,144000.0,156000.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
